1	0.0000000000	0.0674738809
2	0.0000022432	0.0369361863
3	0.0000026688	0.0207211394
4	0.0000026859	0.0182248093
5	0.0000025594	0.0161443464
6	0.0000023930	0.0124888401
7	0.0000022280	0.0089766756
8	0.0000020833	0.0064357221
9	0.0000019652	0.0048261080
10	0.0000018719	0.0038580168
11	0.0000017982	0.0032778226
12	0.0000017386	0.0029052903
13	0.0000016890	0.0026297076
14	0.0000016463	0.0023988197
15	0.0000016086	0.0021951119
16	0.0000015748	0.0020147108
17	0.0000015440	0.0018564541
18	0.0000015159	0.0017185193
19	0.0000014900	0.0015982104
20	0.0000014659	0.0014926663
21	0.0000014435	0.0013993073
22	0.0000014225	0.0013160491
23	0.0000014028	0.0012412837
24	0.0000013843	0.0011737627
25	0.0000013667	0.0011125023
26	0.0000013501	0.0010567129
27	0.0000013343	0.0010057059
28	0.0000013193	0.0009589191
29	0.0000013049	0.0009158701
30	0.0000012912	0.0008761421
31	0.0000012781	0.0008393695
32	0.0000012655	0.0008052480
33	0.0000012534	0.0007735169
34	0.0000012417	0.0007439334
35	0.0000012305	0.0007162960
36	0.0000012197	0.0006904266
37	0.0000012093	0.0006661658
38	0.0000011992	0.0006433722
39	0.0000011894	0.0006219203
40	0.0000011799	0.0006017025
41	0.0000011708	0.0005826160
42	0.0000011619	0.0005645721
43	0.0000011533	0.0005474904
44	0.0000011449	0.0005313024
45	0.0000011367	0.0005159382
46	0.0000011288	0.0005013368
47	0.0000011211	0.0004874523
48	0.0000011136	0.0004742322
49	0.0000011063	0.0004616279
50	0.0000010991	0.0004496013
51	0.0000010921	0.0004381177
52	0.0000010853	0.0004271383
53	0.0000010787	0.0004166338
54	0.0000010722	0.0004065754
55	0.0000010658	0.0003969379
56	0.0000010596	0.0003876907
57	0.0000010535	0.0003788185
58	0.0000010476	0.0003702927
59	0.0000010417	0.0003621014
60	0.0000010360	0.0003542246
61	0.0000010304	0.0003466418
62	0.0000010250	0.0003393411
63	0.0000010196	0.0003323037
64	0.0000010143	0.0003255190
65	0.0000010091	0.0003189730
66	0.0000010040	0.0003126540
67	0.0000009990	0.0003065517
68	0.0000009941	0.0003006565
69	0.0000009893	0.0002949563
70	0.0000009846	0.0002894423
71	0.0000009799	0.0002841066
72	0.0000009753	0.0002789404
73	0.0000009708	0.0002739374
74	0.0000009664	0.0002690887
75	0.0000009620	0.0002643881
76	0.0000009577	0.0002598309
77	0.0000009535	0.0002554073
78	0.0000009493	0.0002511138
79	0.0000009452	0.0002469466
80	0.0000009412	0.0002428986
81	0.0000009372	0.0002389648
82	0.0000009333	0.0002351419
83	0.0000009294	0.0002314243
84	0.0000009256	0.0002278094
85	0.0000009219	0.0002242897
86	0.0000009182	0.0002208663
87	0.0000009145	0.0002175309
88	0.0000009109	0.0002142838
89	0.0000009074	0.0002111210
90	0.0000009039	0.0002080380
91	0.0000009004	0.0002050331
92	0.0000008970	0.0002021032
93	0.0000008936	0.0001992467
94	0.0000008903	0.0001964591
95	0.0000008870	0.0001937388
96	0.0000008837	0.0001910838
97	0.0000008805	0.0001884911
98	0.0000008773	0.0001859598
99	0.0000008742	0.0001834880
100	0.0000008711	0.0001810726
101	0.0000008680	0.0001787109
102	0.0000008650	0.0001764039
103	0.0000008620	0.0001741484
104	0.0000008590	0.0001719425
105	0.0000008561	0.0001697848
106	0.0000008532	0.0001676744
107	0.0000008503	0.0001656090
108	0.0000008475	0.0001635875
109	0.0000008447	0.0001616090
110	0.0000008419	0.0001596714
111	0.0000008392	0.0001577745
112	0.0000008365	0.0001559166
113	0.0000008338	0.0001540962
114	0.0000008311	0.0001523131
115	0.0000008285	0.0001505656
116	0.0000008259	0.0001488530
117	0.0000008233	0.0001471731
118	0.0000008207	0.0001455267
119	0.0000008182	0.0001439129
120	0.0000008157	0.0001423297
121	0.0000008132	0.0001407763
122	0.0000008108	0.0001392521
123	0.0000008083	0.0001377564
124	0.0000008059	0.0001362892
125	0.0000008035	0.0001348493
126	0.0000008012	0.0001334345
127	0.0000007988	0.0001320459
128	0.0000007965	0.0001306828
129	0.0000007942	0.0001293445
130	0.0000007919	0.0001280299
131	0.0000007896	0.0001267378
132	0.0000007874	0.0001254684
133	0.0000007852	0.0001242212
134	0.0000007829	0.0001229948
135	0.0000007808	0.0001217904
136	0.0000007786	0.0001206060
137	0.0000007764	0.0001194418
138	0.0000007743	0.0001182971
139	0.0000007722	0.0001171713
140	0.0000007701	0.0001160640
141	0.0000007680	0.0001149753
